20-08-17,16.301,1.159,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,17.42,1.36,18.77,7.58,7.58,25.87,38,40,96.990,0.137,0.000,0.000,0.000,0.000,-0.065131,0.921,-0.409484,-0.075247,

20-08-17,16.385,1.242,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,16.94,1.32,18.26,7.57,7.58,25.87,38,40,80.602,0.125,0.000,0.000,0.000,0.000,-0.059704,1.005,-0.409484,-0.075247,

20-08-17,16.468,1.326,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,16.47,1.28,17.75,7.57,7.58,25.87,38,40,79.023,0.117,0.000,0.000,0.000,0.000,-0.055112,1.088,-0.409484,-0.075247,

20-08-17,16.552,1.410,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,15.99,1.25,17.24,7.57,7.58,25.87,38,39,80.927,0.123,0.000,0.000,0.000,0.000,-0.051176,1.172,-0.409484,-0.075247,

20-08-17,16.636,1.493,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,15.51,1.21,16.72,7.57,7.58,25.87,38,39,82.209,0.125,0.000,0.000,0.000,0.000,-0.047764,1.256,-0.409484,-0.075247,

20-08-17,16.720,1.577,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,15.04,1.17,16.21,7.57,7.58,25.87,37,39,59.601,0.097,0.000,0.000,0.000,0.000,-0.044779,1.340,-0.409484,-0.075247,

20-08-17,16.803,1.661,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,14.57,1.13,15.70,7.57,7.58,25.87,37,39,57.858,0.087,0.000,0.000,0.000,0.000,-0.042144,1.423,-0.409484,-0.075247,

20-08-17,16.887,1.745,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,14.09,1.10,15.19,7.57,7.58,25.87,37,38,57.297,0.093,0.000,0.000,0.000,0.000,-0.039803,1.507,-0.409484,-0.075247,

20-08-17,16.971,1.828,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,13.62,1.06,14.68,7.55,7.58,25.87,37,38,57.036,0.097,0.000,0.000,0.000,0.000,-0.037708,1.591,-0.409484,-0.075247,

20-08-17,17.055,1.912,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,13.15,1.02,14.18,7.55,7.58,25.87,36,38,48.710,0.080,0.000,0.000,0.000,0.000,-0.035822,1.674,-0.409484,-0.075247,

20-08-17,17.138,1.996,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,12.69,0.99,13.68,7.57,7.58,25.87,36,38,39.774,0.069,0.000,0.000,0.000,0.000,-0.034116,1.758,-0.409484,-0.075247,

20-08-17,17.222,2.080,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,12.23,0.95,13.18,7.57,7.58,25.87,36,38,39.792,0.072,0.000,0.000,0.000,0.000,-0.032565,1.842,-0.409484,-0.075247,

20-08-17,17.306,2.163,3,continuous,16341.47,512.482,8490.95,24.883,0.001658,0.000606,1.820,5.435,5.427,0.000,0.000,18.14,2.26,0.928,11.77,0.92,12.68,7.57,7.58,25.87,36,37,35.612,0.066,0.000,0.000,0.000,0.000,-0.031149,1.926,-0.409484,-0.075247,

