New run.
06-08-17,9.40
rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
140,26,16367.502,1997.384,6.44,18.175844
rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
27,140,8513.617,305.483,6.69,1.269720
Global parameters (Constants)
Date, tod, TCon, rPARMax, bPARMax, ConMax, rSpecLSupply, bSpecLSupply,FrR_target, rPBR, bPBR, rEpsa, rEpsb, rEpsc, bEpsa, bEpsb, bEpsc, rLambda, ra1, ra0, bLambda, ba1, ba0, rNPARa1, bNPARa1, pHMin, width, BgLo, BgLi, rPWMmin, bPWMmin, daylength
06-08-17,9.467,300000,1978.00,719.00,20.00,0.0959,0.0281,0.750,1.2351,1.5182,0.07523,0.07815,0.00000,0.10930,0.17050,0.51890,0.6650,0.0128,-1.8235,0.5179,0.0169,-2.3531,1.0410,0.9192,6.50,4.0,0.167,0.099,27,26,18.0
Continuous
Date, tod, tor, Illum, state, rLi_ref, rLo_ref, bLi_ref, bLo_ref, rKd, bKd, b_rAbs, rCon2, bCon2, rCon, bCon, rPARimax, bPARimax, FrR, rL_avail, bL_avail, L_avail, pH, pHAvg, Temp, rPWM, bPWM, LiAvg, LoAvg, rLi, rLo, bLi, bLo, Mu, TMu, ConRate, SpConRate, comment
06-08-17,16.542,0.405,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,9.02,2.74,11.75,7.62,7.58,25.75,35,48,18.852,0.057,1.457,0.025,17.395,0.032,0.000000,0.168,0.000000,0.000000,

06-08-17,16.626,0.488,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,8.75,2.65,11.40,7.64,7.58,25.75,35,47,18.225,0.049,1.056,0.018,17.170,0.031,0.000000,0.251,0.000000,0.000000,

06-08-17,16.709,0.572,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,8.48,2.57,11.06,7.55,7.58,25.75,35,47,17.868,0.036,0.222,0.004,17.646,0.032,0.000000,0.335,0.000000,0.000000,

06-08-17,16.793,0.656,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,8.21,2.49,10.71,7.40,7.58,25.75,35,47,18.959,0.058,1.541,0.027,17.418,0.032,0.000000,0.419,0.000000,0.000000,

06-08-17,16.877,0.740,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,7.95,2.41,10.36,7.36,7.58,25.75,35,46,19.182,0.052,1.087,0.019,18.096,0.033,0.000000,0.503,0.000000,0.000000,

06-08-17,16.961,0.824,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,7.68,2.33,10.02,7.36,7.58,25.75,34,46,15.104,0.046,1.182,0.020,13.922,0.025,0.000000,0.587,0.000000,0.000000,

06-08-17,17.045,0.908,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,7.42,2.25,9.67,7.36,7.58,25.75,34,45,12.589,0.046,1.478,0.025,11.112,0.020,0.000000,0.671,0.000000,0.000000,

06-08-17,17.129,0.991,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,7.16,2.17,9.33,7.38,7.58,25.75,34,45,12.668,0.043,1.297,0.022,11.371,0.021,0.000000,0.754,0.000000,0.000000,

06-08-17,17.212,1.075,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,6.90,2.09,8.99,7.42,7.58,25.75,34,45,12.516,0.049,1.678,0.029,10.838,0.020,0.000000,0.838,0.000000,0.000000,

06-08-17,17.296,1.159,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,6.64,2.01,8.65,7.44,7.58,25.75,34,44,12.500,0.043,1.303,0.022,11.197,0.020,0.000000,0.922,0.000000,0.000000,

06-08-17,17.380,1.243,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,6.38,1.94,8.32,7.46,7.58,25.75,33,44,11.451,0.047,1.708,0.029,9.742,0.018,0.000000,1.006,0.000000,0.000000,

06-08-17,17.464,1.327,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,6.13,1.86,7.99,7.49,7.58,25.75,33,44,7.350,0.038,1.573,0.027,5.777,0.011,0.000000,1.090,0.000000,0.000000,

06-08-17,17.548,1.411,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,5.88,1.78,7.66,7.51,7.58,25.75,33,43,7.693,0.041,1.768,0.030,5.925,0.011,0.000000,1.174,0.000000,0.000000,

06-08-17,17.632,1.494,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,5.63,1.71,7.34,7.55,7.58,25.75,33,43,7.675,0.036,1.460,0.025,6.215,0.011,0.000000,1.257,0.000000,0.000000,

06-08-17,17.715,1.578,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,5.38,1.63,7.02,7.57,7.58,25.75,33,42,7.696,0.037,1.518,0.026,6.178,0.011,0.000000,1.341,0.000000,0.000000,

06-08-17,17.799,1.662,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,5.14,1.56,6.70,7.58,7.58,25.75,33,42,7.709,0.042,1.811,0.031,5.898,0.011,0.000000,1.425,0.000000,0.000000,

06-08-17,17.883,1.746,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,4.90,1.49,6.39,7.60,7.58,25.75,32,42,4.889,0.039,1.978,0.034,2.910,0.005,0.000000,1.509,0.000000,0.000000,

06-08-17,17.967,1.830,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,4.67,1.42,6.08,7.62,7.58,25.75,32,41,4.261,0.032,1.569,0.027,2.692,0.005,0.000000,1.593,0.000000,0.000000,

06-08-17,18.051,1.913,3,continuous,16947.00,291.618,9055.35,16.518,0.002520,0.000471,1.572,5.060,5.329,5.060,5.060,12.43,5.55,0.767,4.44,1.35,5.78,7.60,7.58,25.62,32,41,3.822,0.022,0.974,0.017,2.848,0.005,0.000000,1.677,0.000000,0.000000,

