rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
140,26,15540.430,22.894,16381.05,24.133068
rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
27,140,7514.242,1.118,7920.72,1.178777
Global parameters (Constants)
Date, tod, TCon, rPARMax, bPARMax, ConMax, rSpecLSupply, bSpecLSupply,FrR_target, rPBR, bPBR, rLambda, ra1, ra0, bLambda, ba1, ba0, rNPARa1, bNPARa1, pHMin, width, BgLo, BgLi, rPWMmin, bPWMmin, daylength
05-05-17,18.363,300000,1978.00,719.00,20.00,0.0959,0.0281,0.750,1.2351,1.5182,0.6650,0.0128,-1.8235,0.5179,0.0169,-2.3531,1.0410,0.9192,6.50,4.0,0.157,0.100,27,26,18.0
Continuous
Date, tod, tor, Illum, state, rLi_ref, rLo_ref, bLi_ref, bLo_ref, rEpsa, rEpsb, rEpsc, rKd, bEpsa, bEpsb, bEpsc, bKd, b_rAbs, rCon2, bCon2, rCon, bCon, rPARimax, bPARimax, FrR, rL_avail, bL_avail, L_avail, pH, pHAvg, Temp, rPWM, bPWM, LiAvg, LoAvg, rLi, rLo, bLi, bLo, Mu, TMu, ConRate, SpConRate, comment
05-05-17,20.547,2.250,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.67,0.15,0.82,7.60,7.58,25.87,29,32,0.272,0.027,17.435,0.030,-17.163,-0.003,-0.2050,2.014,0.000000,0.000000,

05-05-17,20.631,2.334,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.44,0.10,0.54,7.62,7.58,25.87,28,31,0.220,0.021,13.391,0.023,-13.171,-0.002,-0.1968,2.097,0.000000,0.000000,

05-05-17,20.714,2.418,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.27,0.06,0.32,7.66,7.58,25.75,28,29,0.276,0.018,11.367,0.020,-11.090,-0.002,-0.1892,2.181,0.000000,0.000000,

05-05-17,20.798,2.502,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.13,0.03,0.16,7.64,7.58,25.75,27,28,0.299,0.009,5.393,0.009,-5.094,-0.001,-0.1822,2.265,0.000000,0.000000,

05-05-17,20.882,2.586,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.05,0.01,0.06,7.62,7.58,25.87,27,27,0.274,0.010,6.532,0.011,-6.258,-0.001,-0.1757,2.349,0.000000,0.000000,

05-05-17,20.966,2.670,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,0.817,0.00,0.00,0.00,7.60,7.58,25.87,27,26,0.309,0.011,6.969,0.012,-6.660,-0.001,-0.1697,2.433,0.000000,0.000000,

05-05-17,21.501,3.204,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,nan,0.00,0.00,0.00,7.69,8.50,25.87,27,26,-0.002,0.025,15.578,0.027,-15.580,-0.003,-0.1391,2.968,0.000000,0.000000,

05-05-17,22.001,3.705,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,nan,0.00,0.00,0.00,7.88,8.50,25.75,27,26,-0.002,0.026,16.373,0.029,-16.375,-0.003,-0.1190,3.468,0.000000,0.000000,

05-05-17,22.502,4.205,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,nan,0.00,0.00,0.00,8.01,8.50,25.75,27,26,-0.002,0.025,15.989,0.028,-15.991,-0.003,-0.1040,3.969,0.000000,0.000000,

05-05-17,23.002,4.706,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,nan,0.00,0.00,0.00,8.14,8.50,25.75,27,26,-0.002,0.026,16.482,0.029,-16.484,-0.003,-0.0924,4.469,0.000000,0.000000,

05-05-17,23.503,5.206,3,continuous,15411.96,26.840,7369.43,1.243,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000169,1.317,11.035,11.116,11.035,11.035,128.86,37.70,nan,0.00,0.00,0.00,8.23,8.50,25.75,27,26,-0.002,0.025,16.139,0.028,-16.140,-0.003,-0.0831,4.970,0.000000,0.000000,

06-05-17,0.010,5.714,3,periodic,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,11.035,11.035,126.00,36.86,nan,0.00,0.00,0.00,8.32,8.50,25.75,27,26,-0.002,0.025,16.139,0.028,-16.140,-0.003,-0.0831,5.477,0.000000,0.000000,

06-05-17,0.011,5.714,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.32,8.50,25.75,27,26,18.061,0.029,15.122,0.028,2.939,0.001,-0.1082,5.478,0.000000,0.000000,

06-05-17,0.511,6.215,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.39,8.50,25.75,27,26,-0.002,0.026,15.121,0.028,-15.122,-0.003,-0.0992,5.978,0.000000,0.000000,

06-05-17,1.012,6.716,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.45,8.50,25.75,27,26,-0.002,0.026,15.174,0.028,-15.176,-0.003,-0.0915,6.479,0.000000,0.000000,

06-05-17,1.513,7.216,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.52,8.50,25.75,27,26,-0.002,0.026,15.106,0.028,-15.107,-0.003,-0.0849,6.980,0.000000,0.000000,

06-05-17,2.013,7.717,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.50,8.50,25.75,27,26,-0.002,0.021,12.386,0.023,-12.388,-0.002,-0.0792,7.480,0.000000,0.000000,

06-05-17,2.514,8.217,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,nan,0.00,0.00,0.00,8.27,8.50,25.75,27,26,-0.000,0.027,15.930,0.030,-15.930,-0.003,-0.0743,7.981,0.000000,0.000000,

06-05-17,3.084,8.787,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.02,0.00,0.03,8.30,7.58,25.62,27,27,0.256,0.018,10.298,0.019,-10.042,-0.002,-0.0693,8.550,0.000000,0.000000,

06-05-17,3.167,8.871,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.09,0.02,0.11,8.27,7.58,25.75,27,28,0.291,0.009,5.095,0.010,-4.803,-0.001,-0.0687,8.634,0.000000,0.000000,

06-05-17,3.251,8.955,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.20,0.05,0.25,8.21,7.58,25.75,28,29,0.299,0.016,9.137,0.017,-8.838,-0.002,-0.0680,8.718,0.000000,0.000000,

06-05-17,3.335,9.039,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.36,0.08,0.44,8.14,7.58,25.75,28,30,0.286,0.014,8.207,0.015,-7.921,-0.001,-0.0673,8.802,0.000000,0.000000,

06-05-17,3.419,9.123,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.57,0.13,0.69,8.06,7.58,25.75,29,31,0.297,0.012,6.894,0.013,-6.597,-0.001,-0.0667,8.886,0.000000,0.000000,

06-05-17,3.503,9.206,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,0.81,0.18,0.99,8.01,7.58,25.75,29,32,0.262,0.012,6.899,0.013,-6.637,-0.001,-0.0661,8.970,0.000000,0.000000,

06-05-17,3.587,9.290,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,1.11,0.25,1.35,7.93,7.58,25.75,30,33,0.279,0.012,7.235,0.014,-6.956,-0.001,-0.0655,9.054,0.000000,0.000000,

06-05-17,3.671,9.374,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,1.45,0.32,1.77,7.90,7.58,25.75,30,35,0.278,0.010,5.912,0.011,-5.634,-0.001,-0.0649,9.137,0.000000,0.000000,

06-05-17,3.754,9.458,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,1.83,0.40,2.23,7.84,7.58,25.75,31,36,0.403,0.013,7.834,0.015,-7.431,-0.001,-0.0643,9.221,0.000000,0.000000,

06-05-17,3.838,9.542,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,2.25,0.50,2.75,7.81,7.58,25.75,32,37,0.733,0.008,4.394,0.008,-3.662,-0.001,-0.0637,9.305,0.000000,0.000000,

06-05-17,3.922,9.626,3,continuous,15691.30,29.343,7508.02,1.293,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000171,1.332,10.952,11.016,10.952,10.952,126.00,36.86,0.819,2.72,0.60,3.32,7.77,7.58,25.75,32,38,2.926,0.012,6.998,0.013,-4.071,-0.001,-0.0631,9.389,0.000000,0.000000,

06-05-17,4.010,9.714,3,periodic,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.952,10.952,124.10,36.31,0.819,2.72,0.60,3.32,7.73,7.58,25.75,33,39,2.926,0.012,6.998,0.013,-4.071,-0.001,-0.0631,9.477,0.000000,0.000000,

06-05-17,4.011,9.714,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,3.25,0.70,3.95,7.73,7.58,25.75,33,39,68.468,0.026,8.261,0.016,60.208,0.010,-0.0753,9.477,0.000000,0.000000,

06-05-17,4.094,9.798,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,3.80,0.82,4.63,7.71,7.58,25.75,34,41,8.574,0.016,7.874,0.015,0.700,0.000,-0.0747,9.561,0.000000,0.000000,

06-05-17,4.178,9.882,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,4.40,0.95,5.35,7.68,7.58,25.75,34,42,14.618,0.011,4.925,0.010,9.693,0.002,-0.0740,9.645,0.000000,0.000000,

06-05-17,4.262,9.966,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,5.03,1.09,6.13,7.66,7.58,25.75,35,43,21.856,0.012,4.610,0.009,17.246,0.003,-0.0734,9.729,0.000000,0.000000,

06-05-17,4.346,10.050,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,5.71,1.24,6.95,7.64,7.58,25.75,36,44,30.607,0.015,5.528,0.011,25.079,0.004,-0.0728,9.813,0.000000,0.000000,

06-05-17,4.430,10.133,3,continuous,15422.96,30.240,7346.77,1.193,0.10740,0.06075,0.00000,0.000600,0.10930,0.17050,0.51890,0.000175,1.358,10.897,11.003,10.897,10.897,124.10,36.31,0.822,6.43,1.40,7.83,7.62,7.58,25.75,37,45,40.379,0.019,7.007,0.014,33.373,0.005,-0.0721,9.897,0.000000,0.000000,

