New run.
23-07-17,14.66
rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
140,26,14596.503,1312.982,11.06,9.542271
rPWM,bPWM,Li_avg,Lo_avg,Li_SD,Lo_SD
27,140,7402.935,75.363,8.04,0.236442
Global parameters (Constants)
Date, tod, TCon, rPARMax, bPARMax, ConMax, rSpecLSupply, bSpecLSupply,FrR_target, rPBR, bPBR, rEpsa, rEpsb, rEpsc, bEpsa, bEpsb, bEpsc, rLambda, ra1, ra0, bLambda, ba1, ba0, rNPARa1, bNPARa1, pHMin, width, BgLo, BgLi, rPWMmin, bPWMmin, daylength
23-07-17,14.727,300000,1978.00,719.00,20.00,0.0959,0.0281,0.750,1.2351,1.5182,0.07523,0.07815,0.00000,0.10930,0.17050,0.51890,0.6650,0.0128,-1.8235,0.5179,0.0169,-2.3531,1.0410,0.9192,6.50,4.0,0.167,0.099,27,26,18.0
Continuous
Date, tod, tor, Illum, state, rLi_ref, rLo_ref, bLi_ref, bLo_ref, rKd, bKd, b_rAbs, rCon2, bCon2, rCon, bCon, rPARimax, bPARimax, FrR, rL_avail, bL_avail, L_avail, pH, pHAvg, Temp, rPWM, bPWM, LiAvg, LoAvg, rLi, rLo, bLi, bLo, Mu, TMu, ConRate, SpConRate, comment

23-07-17,15.665,0.333,3,continuous,14463.90,1294.033,7193.91,73.887,0.001493,0.000585,2.596,2.237,2.241,2.237,2.237,1.07,0.48,0.788,1.87,0.50,2.37,8.97,7.58,25.62,29,33,114.555,1.651,5.988,0.536,108.567,1.115,0.000000,0.094,0.000000,0.000000,Reset_Mu

23-07-17,15.749,0.417,3,continuous,14463.90,1294.033,7193.91,73.887,0.001493,0.000585,2.596,2.237,2.241,2.237,2.237,1.07,0.48,0.788,1.83,0.49,2.32,8.97,7.58,25.50,29,33,0.043,0.015,0.180,0.016,-0.136,-0.001,0.000000,0.000,0.000000,0.000000,

23-07-17,15.832,0.501,3,continuous,14463.90,1294.033,7193.91,73.887,0.001493,0.000585,2.596,2.237,2.241,2.237,2.237,1.07,0.48,0.788,1.79,0.48,2.27,8.97,7.58,25.50,28,32,0.046,0.013,0.162,0.014,-0.116,-0.001,0.000000,0.084,0.000000,0.000000,

23-07-17,15.916,0.585,3,continuous,14463.90,1294.033,7193.91,73.887,0.001493,0.000585,2.596,2.237,2.241,2.237,2.237,1.07,0.48,0.788,1.74,0.47,2.21,8.97,7.58,25.50,28,32,0.042,0.011,0.129,0.012,-0.087,-0.001,0.000000,0.168,0.000000,0.000000,

23-07-17,16.000,0.668,3,continuous,14463.90,1294.033,7193.91,73.887,0.001493,0.000585,2.596,2.237,2.241,2.237,2.237,1.07,0.48,0.788,1.70,0.46,2.16,8.97,7.58,25.50,28,32,0.045,0.014,0.167,0.015,-0.122,-0.001,0.000000,0.251,0.000000,0.000000,

23-07-17,16.011,0.680,3,periodic,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.237,2.237,1.09,0.49,0.788,1.70,0.46,2.16,8.97,7.58,25.50,28,32,0.045,0.014,0.167,0.015,-0.122,-0.001,0.000000,0.263,0.000000,0.000000,

23-07-17,16.084,0.752,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.68,0.45,2.13,8.97,7.58,25.50,28,32,134.842,1.823,5.609,0.498,129.233,1.326,0.349023,0.335,0.000000,0.000000,

23-07-17,16.168,0.836,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.64,0.44,2.08,8.97,7.58,25.62,28,32,0.061,0.016,0.201,0.018,-0.140,-0.001,0.279203,0.419,0.000000,0.000000,

23-07-17,16.251,0.920,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.59,0.43,2.02,8.97,7.58,25.50,28,32,0.039,0.013,0.162,0.014,-0.123,-0.001,0.232657,0.503,0.000000,0.000000,

23-07-17,16.335,1.004,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.55,0.42,1.97,8.97,7.58,25.50,28,32,0.056,0.014,0.170,0.015,-0.114,-0.001,0.199418,0.587,0.000000,0.000000,

23-07-17,16.419,1.087,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.51,0.41,1.92,8.97,7.58,25.50,28,32,0.029,0.009,0.109,0.010,-0.080,-0.001,0.174491,0.671,0.000000,0.000000,

23-07-17,16.503,1.171,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.46,0.40,1.86,8.97,7.58,25.50,28,32,0.037,0.014,0.170,0.015,-0.133,-0.001,0.155102,0.754,0.000000,0.000000,

23-07-17,16.587,1.255,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.42,0.38,1.81,8.97,7.58,25.50,28,32,0.043,0.015,0.182,0.016,-0.139,-0.001,0.139589,0.838,0.000000,0.000000,

23-07-17,16.671,1.339,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.38,0.37,1.75,8.97,7.58,25.50,28,32,0.033,0.007,0.088,0.008,-0.055,-0.001,0.126896,0.922,0.000000,0.000000,

23-07-17,16.754,1.423,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.34,0.36,1.70,8.97,7.58,25.50,28,32,0.045,0.013,0.154,0.014,-0.109,-0.001,0.116322,1.006,0.000000,0.000000,

23-07-17,16.838,1.507,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.29,0.35,1.64,8.97,7.58,25.37,28,31,0.049,0.011,0.131,0.012,-0.083,-0.001,0.107376,1.090,0.000000,0.000000,

23-07-17,16.922,1.590,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.25,0.34,1.59,8.97,7.58,25.50,28,31,0.057,0.016,0.196,0.017,-0.139,-0.001,0.099706,1.173,0.000000,0.000000,

23-07-17,17.006,1.674,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.21,0.33,1.54,8.97,7.58,25.50,28,31,0.049,0.011,0.134,0.012,-0.085,-0.001,0.093056,1.257,0.000000,0.000000,

23-07-17,17.090,1.758,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.17,0.32,1.48,8.97,7.58,25.50,28,31,0.035,0.011,0.131,0.012,-0.097,-0.001,0.087240,1.341,0.000000,0.000000,

23-07-17,17.173,1.842,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.12,0.30,1.43,8.97,7.58,25.50,28,31,0.043,0.016,0.202,0.018,-0.159,-0.002,0.082109,1.425,0.000000,0.000000,

23-07-17,17.257,1.926,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.08,0.29,1.38,8.97,7.58,25.37,28,31,0.043,0.011,0.138,0.012,-0.095,-0.001,0.077548,1.509,0.000000,0.000000,

23-07-17,17.341,2.010,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.04,0.28,1.32,8.97,7.58,25.37,28,31,0.041,0.004,0.050,0.004,-0.008,-0.000,0.073467,1.593,0.000000,0.000000,

23-07-17,17.425,2.093,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,1.00,0.27,1.27,8.97,7.58,25.37,28,31,0.051,0.010,0.125,0.011,-0.074,-0.001,0.069791,1.676,0.000000,0.000000,

23-07-17,17.509,2.177,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.96,0.26,1.22,8.97,7.58,25.50,28,31,0.032,0.012,0.149,0.013,-0.117,-0.001,0.066467,1.760,0.000000,0.000000,

23-07-17,17.593,2.261,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.92,0.25,1.17,8.97,7.58,25.62,28,30,0.049,0.011,0.130,0.012,-0.080,-0.001,0.063447,1.844,0.000000,0.000000,

23-07-17,17.676,2.345,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.88,0.24,1.12,8.97,7.58,25.50,28,30,0.052,0.012,0.145,0.013,-0.093,-0.001,0.060688,1.928,0.000000,0.000000,

23-07-17,17.760,2.429,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.84,0.23,1.07,8.97,7.58,25.37,28,30,0.022,0.012,0.147,0.013,-0.125,-0.001,0.058160,2.012,0.000000,0.000000,

23-07-17,17.844,2.512,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.80,0.22,1.02,8.97,7.58,25.50,28,30,0.060,0.010,0.120,0.011,-0.060,-0.001,0.055832,2.096,0.000000,0.000000,

23-07-17,17.928,2.596,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.77,0.21,0.97,8.97,7.58,25.50,28,30,0.028,0.014,0.177,0.016,-0.149,-0.002,0.053685,2.179,0.000000,0.000000,

23-07-17,18.012,2.680,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.73,0.20,0.92,8.97,7.58,25.62,28,30,0.037,0.009,0.108,0.010,-0.071,-0.001,0.051698,2.263,0.000000,0.000000,

23-07-17,18.096,2.764,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.69,0.19,0.88,8.97,7.58,25.62,28,30,0.042,0.008,0.097,0.009,-0.055,-0.001,0.049851,2.347,0.000000,0.000000,

23-07-17,18.179,2.848,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.66,0.18,0.83,8.97,7.58,25.37,28,30,0.045,0.015,0.188,0.017,-0.143,-0.001,0.048132,2.431,0.000000,0.000000,

23-07-17,18.263,2.932,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.62,0.17,0.79,8.97,7.58,25.37,27,30,0.034,0.016,0.204,0.018,-0.170,-0.002,0.046527,2.515,0.000000,0.000000,

23-07-17,18.347,3.015,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.59,0.16,0.74,8.97,7.58,25.37,27,29,0.048,0.011,0.129,0.011,-0.082,-0.001,0.045027,2.598,0.000000,0.000000,

23-07-17,18.431,3.099,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.55,0.15,0.70,8.97,7.58,25.50,27,29,0.042,0.008,0.092,0.008,-0.049,-0.001,0.043619,2.682,0.000000,0.000000,

23-07-17,18.515,3.183,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.52,0.14,0.66,8.97,7.58,25.50,27,29,0.047,0.013,0.162,0.014,-0.115,-0.001,0.042298,2.766,0.000000,0.000000,

23-07-17,18.598,3.267,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.49,0.13,0.62,8.97,7.58,25.50,27,29,0.055,0.011,0.131,0.012,-0.077,-0.001,0.041054,2.850,0.000000,0.000000,

23-07-17,18.682,3.351,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.45,0.12,0.58,8.97,7.58,25.37,27,29,0.032,0.010,0.124,0.011,-0.093,-0.001,0.039880,2.934,0.000000,0.000000,

23-07-17,18.766,3.434,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.42,0.11,0.54,8.97,7.58,25.37,27,29,0.061,0.008,0.098,0.009,-0.038,-0.000,0.038773,3.018,0.000000,0.000000,

23-07-17,18.850,3.518,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.39,0.11,0.50,8.97,7.58,25.37,27,29,0.058,0.002,0.015,0.001,0.042,0.000,0.037725,3.101,0.000000,0.000000,

23-07-17,18.934,3.602,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.37,0.10,0.46,8.97,7.58,25.50,27,29,0.050,0.013,0.158,0.014,-0.108,-0.001,0.036733,3.185,0.000000,0.000000,

23-07-17,19.018,3.686,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.34,0.09,0.43,8.97,7.58,25.50,27,28,0.035,0.006,0.073,0.006,-0.038,-0.000,0.035790,3.269,0.000000,0.000000,

23-07-17,19.101,3.770,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.31,0.08,0.39,8.97,7.58,25.50,27,28,0.052,0.013,0.158,0.014,-0.106,-0.001,0.034896,3.353,0.000000,0.000000,

23-07-17,19.185,3.854,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.28,0.08,0.36,8.97,7.58,25.37,27,28,0.026,0.008,0.098,0.009,-0.072,-0.001,0.034045,3.437,0.000000,0.000000,

23-07-17,19.269,3.937,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.26,0.07,0.33,8.97,7.58,25.37,27,28,0.048,0.010,0.127,0.011,-0.079,-0.001,0.033235,3.520,0.000000,0.000000,

23-07-17,19.353,4.021,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.24,0.06,0.30,8.97,7.58,25.37,27,28,0.050,0.001,0.012,0.001,0.038,0.000,0.032462,3.604,0.000000,0.000000,

23-07-17,19.437,4.105,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.21,0.06,0.27,8.97,7.58,25.50,27,28,0.060,0.005,0.055,0.005,0.005,0.000,0.031723,3.688,0.000000,0.000000,

23-07-17,19.520,4.189,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.19,0.05,0.24,8.97,7.58,25.50,27,28,0.034,0.010,0.118,0.010,-0.084,-0.001,0.031018,3.772,0.000000,0.000000,

23-07-17,19.604,4.273,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.17,0.05,0.22,8.97,7.58,25.37,27,28,0.046,0.005,0.064,0.006,-0.018,-0.000,0.030343,3.856,0.000000,0.000000,

23-07-17,19.688,4.357,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.15,0.04,0.19,8.97,7.58,25.37,27,27,0.049,0.003,0.028,0.002,0.022,0.000,0.029698,3.940,0.000000,0.000000,

23-07-17,19.772,4.440,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.13,0.04,0.17,8.97,7.58,25.37,27,27,0.034,0.004,0.044,0.004,-0.010,-0.000,0.029079,4.023,0.000000,0.000000,

23-07-17,19.856,4.524,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.12,0.03,0.15,8.99,7.58,25.50,27,27,0.028,0.008,0.095,0.008,-0.067,-0.001,0.028486,4.107,0.000000,0.000000,

23-07-17,19.940,4.608,3,continuous,14501.50,1286.733,7217.70,74.033,0.001493,0.000585,2.573,2.247,2.237,2.247,2.247,1.09,0.49,0.787,0.10,0.03,0.13,8.97,7.58,25.50,27,27,0.040,0.012,0.141,0.013,-0.102,-0.001,0.027917,4.191,0.000000,0.000000,

23-07-17,20.010,4.679,3,periodic,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.247,2.247,1.11,0.50,0.787,0.10,0.03,0.13,8.97,7.58,25.62,27,27,0.040,0.012,0.141,0.013,-0.102,-0.001,0.027917,4.262,0.000000,0.000000,

23-07-17,20.024,4.692,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.09,0.02,0.11,8.97,7.58,25.62,27,27,134.700,1.565,2.134,0.188,132.566,1.377,0.059149,4.276,0.000000,0.000000,

23-07-17,20.108,4.776,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.07,0.02,0.09,8.97,7.58,25.50,27,27,0.034,0.011,0.132,0.012,-0.098,-0.001,0.058011,4.359,0.000000,0.000000,

23-07-17,20.192,4.860,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.06,0.02,0.07,8.97,7.58,25.50,27,27,0.062,0.004,0.045,0.004,0.017,0.000,0.056917,4.443,0.000000,0.000000,

23-07-17,20.275,4.944,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.05,0.01,0.06,8.99,7.58,25.50,27,27,0.055,0.005,0.058,0.005,-0.003,-0.000,0.055863,4.527,0.000000,0.000000,

23-07-17,20.359,5.028,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.04,0.01,0.05,8.97,7.58,25.62,27,26,0.023,0.006,0.074,0.006,-0.050,-0.001,0.054847,4.611,0.000000,0.000000,

23-07-17,20.443,5.112,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.03,0.01,0.04,8.97,7.58,25.50,27,26,0.041,0.002,0.026,0.002,0.015,0.000,0.053868,4.695,0.000000,0.000000,

23-07-17,20.527,5.195,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.02,0.01,0.03,8.97,7.58,25.37,27,26,0.058,0.007,0.087,0.008,-0.029,-0.000,0.052923,4.778,0.000000,0.000000,

23-07-17,20.611,5.279,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.01,0.00,0.02,8.97,7.58,25.37,27,26,0.039,0.002,0.017,0.001,0.022,0.000,0.052010,4.862,0.000000,0.000000,

23-07-17,20.695,5.363,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.01,0.00,0.01,8.97,7.58,25.37,27,26,0.047,0.004,0.050,0.004,-0.003,-0.000,0.051129,4.946,0.000000,0.000000,

23-07-17,20.778,5.447,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.00,0.00,0.01,8.97,7.58,25.37,27,26,0.046,0.010,0.120,0.011,-0.074,-0.001,0.050277,5.030,0.000000,0.000000,

23-07-17,20.862,5.531,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.00,0.00,0.00,8.97,7.58,25.50,27,26,0.038,0.006,0.068,0.006,-0.029,-0.000,0.049453,5.114,0.000000,0.000000,

23-07-17,20.946,5.615,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,0.785,0.00,0.00,0.00,8.97,7.58,25.50,27,26,0.048,0.003,0.037,0.003,0.011,0.000,0.048655,5.198,0.000000,0.000000,

23-07-17,21.500,6.169,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.004,0.060,0.005,-0.105,-0.001,0.043968,5.752,0.000000,0.000000,

23-07-17,22.001,6.669,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.006,0.078,0.007,-0.124,-0.001,0.040448,6.252,0.000000,0.000000,

23-07-17,22.501,7.170,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.006,0.078,0.007,-0.123,-0.001,0.037450,6.753,0.000000,0.000000,

23-07-17,23.002,7.670,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.005,0.075,0.007,-0.120,-0.001,0.034866,7.253,0.000000,0.000000,

23-07-17,23.502,8.171,3,continuous,14544.80,1278.133,7237.90,75.183,0.001493,0.000585,2.529,2.260,2.241,2.260,2.260,1.11,0.50,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.006,0.078,0.007,-0.123,-0.001,0.032615,7.754,0.000000,0.000000,

24-07-17,0.011,8.679,3,periodic,14526.70,1265.033,7210.09,75.779,0.001493,0.000585,2.489,2.272,2.254,2.260,2.260,1.12,0.51,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.006,0.078,0.007,-0.123,-0.001,0.032615,8.262,0.000000,0.000000,

24-07-17,0.011,8.680,3,continuous,14526.70,1265.033,7210.09,75.779,0.001493,0.000585,2.489,2.272,2.254,2.272,2.272,1.12,0.51,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,39.590,0.337,-1.035,-0.090,40.625,0.427,0.045816,8.263,0.000000,0.000000,

24-07-17,0.512,9.180,3,continuous,14526.70,1265.033,7210.09,75.779,0.001493,0.000585,2.489,2.272,2.254,2.272,2.272,1.12,0.51,-999.000,0.00,0.00,0.00,8.97,8.50,25.37,27,26,-0.045,0.005,0.077,0.007,-0.122,-0.001,0.043200,8.763,0.000000,0.000000,

24-07-17,1.012,9.680,3,continuous,14526.70,1265.033,7210.09,75.779,0.001493,0.000585,2.489,2.272,2.254,2.272,2.272,1.12,0.51,-999.000,0.00,0.00,0.00,8.99,8.50,25.37,27,26,-0.045,0.005,0.074,0.006,-0.118,-0.001,0.040866,9.264,0.000000,0.000000,

24-07-17,1.513,10.181,3,continuous,14526.70,1265.033,7210.09,75.779,0.001493,0.000585,2.489,2.272,2.254,2.272,2.272,1.12,0.51,-999.000,0.00,0.00,0.00,8.99,8.50,25.37,27,26,-0.045,0.005,0.077,0.007,-0.122,-0.001,0.038771,9.764,0.000000,0.000000,

